index,category,brand,title,age,classification,content,nutrient,info,gram,calory,ingredient,detail,from_company,성분등록번호,img
136,고양이,고! (GO!),솔루션 스킨앤코트 치킨,"어덜트,시니어",건사료,"닭고기분말, 뼈를 발라낸 닭고기, 통현미, 백미, 오트밀, 닭고기지방, 연어분말, 천연닭고기향, 사과, 당근, 감자, 크랜베리, 아마씨, 건조 계란, 연어오일, 알팔파, 인산, 염화나트륨, 염화칼륨, 타우린, 염화콜린, 건조 락토바실러스 애시도필러스, 건조 엔테로코커스 패시움, 비타민합제(비타민A, 비타민D3, 비타민E, 나이아신, L-아스코빌-2-폴리인산, 티아민 모노니트레이트, d-판토텐산칼슘, 리보플라빈, 염산피리독신, 베타카로틴, 엽산, 비오틴, 비타민B12), 미량광물질류합제(아연단백질화합물, 철단백질화합물, 구리단백질화합물, 산화아연, 망간단백질화합물, 황산동, 요오드산칼슘, 황산제일철, 산화망간, 아셀렌산나트륨), DL-메티오닌, 건조 치커리뿌리, 유카 추출물, 건조 로즈마리",조단백 33%  조지방 21%  칼슘 1.3%  인 1.0%  수분 8%,"그레인프리,글루텐프리","7.2kg, 3.6kg, 1.3kg","4,604 kcal/kg","닭고기분말, 뼈를 발라낸 닭고기, 통현미","연령구분 어덜트,시니어 푸드타입 건사료 중량 7.2kg, 3.6kg, 1.3kg 주재료 닭고기분말, 뼈를 발라낸 닭고기, 통현미 식단정보 그레인프리,글루텐프리 칼로리 4,604 kcal/kg 원산지/제조사 캐나다/Petcurean Pet Nutrition Inc.",캐나다/Petcurean Pet Nutrition Inc.,제 서울-21912호,https://cdn.purplesto.re/media/store/sale/main_image/go_cat_B010CF09_thumb02.png
137,고양이,알모네이쳐 (ALMO NATURE),HFC 내츄럴플러스 파우치 가다랑어,"키튼,어덜트,시니어,전연령",습식간식,"가다랑어살(91%), 정제수(7.5%), 쌀(1.5%)",조단백 22.1%  조지방 2.2%  조섬유 0.012%  조회분 2.9%  수분 80.6% ,"단일육류단백질,글루텐프리,비유전자변형",55g,972 kcal/kg (53 kcal/파우치),"가다랑어살, 정제수, 쌀","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 55g 주재료 가다랑어살, 정제수, 쌀 식단정보 단일육류단백질,글루텐프리,비유전자변형 칼로리 972 kcal/kg (53 kcal/파우치) 원산지/제조사 태국/Songkla Canning Public Co.Ltd",태국/Songkla Canning Public Co.Ltd,서울-24148호,https://cdn.purplesto.re/media/store/sale/main_image/deal_almonature_cat_B131CT0602SS_thumb01.png
138,개,서울우유 (SEOUL MILK),ALL 아이펫밀크 180ml,"퍼피,키튼,어덜트,시니어,전연령",음료,"우유(국산) 99.153%, 탄산칼슘혼합제제(탄산칼슘, 대두식이섬유), 타우린, 피쉬콜라겐, 유당분해효소(락타아제), 유카추출물, 비타민혼합제제(비타민A, 비타민D3, 비타민E)",조단백 3.0%  조지방 3.7%  조섬유 1.0%  조회분 1.0%  수분 90% ,검류미함유,180ml,611 kcal/L (42.7 kcal/팩),"우유(국산), 탄산칼슘혼합제제(탄산칼슘, 대두식이섬유), 타우린","연령구분 퍼피,키튼,어덜트,시니어,전연령 푸드타입 음료 중량 180ml 주재료 우유(국산), 탄산칼슘혼합제제(탄산칼슘, 대두식이섬유), 타우린 식단정보 검류미함유 칼로리 611 kcal/L (42.7 kcal/팩) 원산지/제조사 대한민국/㈜유담",대한민국/㈜유담,제 CCBY60001호,https://cdn.purplesto.re/media/store/sale/main_image/seoulmilk_all_B063AT01_thumb01.png
139,고양이,오쥬바이로우즈 (AUJOU BY RAWZ),주식 파우치 닭가슴살&닭간,"키튼,어덜트,시니어,전연령",습식사료,"닭고기, 닭고기 육수, 닭고기 간, 타피오카 전분, 해바라기씨 오일, 염화 칼슘, 미네랄(마그네슘 아미노산 킬레이트, 아연 아미노산 킬레이트, 철 아미노산 킬레이트, 망간 아미노산 킬레이트, 구리 아미노산 킬레이트, 칼슘 요오드, 소듐 셀레나이트), 생선 오일, 비타민(아스코르브산(비타민C공급원), 비타민 B1질산염, 비타민 E 보충제, 니아신 보충제, 비타민A 보충제, d-칼슘 팬토테네이트, 리보플라빈 보충제, 피리독신 염산염, 엽산, 비오틴, 비타민 B12 보충제, 비타민 D3보충제), 인산 칼륨, 파슬리, 염화콜린, 소금, 타우린, 염화 칼륨",조단백 19.23%  조지방 2.13%  칼슘 0.31%  인 0.21%  수분 82%,"그레인프리,글루텐프리",69g,867 kcal/kg (61 kcal/파우치),"닭고기, 닭고기 육수, 닭고기 간","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 69g 주재료 닭고기, 닭고기 육수, 닭고기 간 식단정보 그레인프리,글루텐프리 칼로리 867 kcal/kg (61 kcal/파우치) 원산지/제조사 태국/Raws Natural Pet Food",태국/Raws Natural Pet Food,제 서울-19744호,https://cdn.purplesto.re/media/store/sale/main_image/aujoubyrawz_cat_B030CF01_thumb01.png
140,고양이,어플라우즈 (APPLAWS),토퍼 닭고기스프에 닭가슴살,"키튼,어덜트,시니어,전연령",토퍼(부스터),"정제수, 닭가슴살, 카라기닌  ",조단백 6.5% 조지방 0.1% 조섬유 0.5% 조회분 1.0% 수분 94.0%,"그레인프리,글루텐프리",120g,100 kcal/kg (4 kcal/소분팩),"정제수, 닭가슴살, 카라기닌  ","연령구분 키튼,어덜트,시니어,전연령 푸드타입 토퍼(부스터) 중량 120g 주재료 정제수, 닭가슴살, 카라기닌   식단정보 그레인프리,글루텐프리 칼로리 100 kcal/kg (4 kcal/소분팩) 원산지/제조사 태국/MPM Products",태국/MPM Products,제 서울-17913호,https://cdn.purplesto.re/media/store/sale/main_image/deal_applaws_cat_B004CT1236ss_thumb01.png
141,고양이,퓨어비타 (PUREVITA),그레인프리 치킨,"키튼,어덜트,시니어,전연령",건사료,"닭고기, 닭고기분, 완두콩, 완두콩 가루, 닭 지방, 계란분말, 천연향, 효모제(맥주 효모), 식염류, 아미노산제(DL-메치오닌), 근괴류(당근), 해바라기유, 미량광물질류합제(철, 아연, 구리, 망간, 코발트, 셀레늄), 핵과류(체리, 살구), 장과류(크랜베리, 블루베리), 근채류(치커리), 비타민합제(A, D3, E, 니아신, 판토텐산칼슘, 티아민, 리보플라빈, 엽산, 비오틴, B12, C, 콜린, 이노시톨), 생균제(락토 바실러스 애시도필러스, 바실러스서브틸리스), 유익곰팡이균(아스퍼질러스 오리제)",조단백 32.0%  조지방 18.0%  칼슘 1.4%  인 1.1%  수분 10.0%,"그레인프리,글루텐프리",1kg,"3,980 kcal/kg","닭고기, 닭고기분, 완두콩","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 1kg 주재료 닭고기, 닭고기분, 완두콩 식단정보 그레인프리,글루텐프리 칼로리 3,980 kcal/kg 원산지/제조사 미국/Tuffy's Pet Food, Inc.","미국/Tuffy's Pet Food, Inc.",4160000-034-2019-0001,https://cdn.purplesto.re/media/store/sale/main_image/purevita_cat_B041CF01_thumb02_xNl7f0s.png
142,개,스맥 (SMACK),로푸드 볼락,"퍼피,어덜트,시니어,전연령",저온건조 사료,"자연산 볼락, 자연산 청어, 유기농 호박, 유기농 코코넛, 유기농 망고, 유기농 시금치, 유기농 파인애플, 유기농 파슬리, 유기농 강황, 유기농 혼합 토코페롤",조단백 48.0%  조지방 30.0%  칼슘 1.8%  인 1.5%  수분 4.0%,"그레인프리,글루텐프리,유기농","25g, 210g","5,000 kcal/kg","자연산 볼락, 자연산 청어, 유기농 호박","연령구분 퍼피,어덜트,시니어,전연령 푸드타입 저온건조 사료 중량 25g, 210g 주재료 자연산 볼락, 자연산 청어, 유기농 호박 식단정보 그레인프리,글루텐프리,유기농 칼로리 5,000 kcal/kg 원산지/제조사 캐나다/Smack Pet Food Inc.",캐나다/Smack Pet Food Inc.,,https://cdn.purplesto.re/media/store/sale/main_image/smack_dog_B024DF03_thumb01.png
143,개,그랜마루시 (GRANDMA LUCY'S),퓨어퍼먼스 프리믹스,"어덜트,시니어",동결건조 사료,"병아리콩, 아마, 당근, 샐러리, 사과, 바나나, 블루베리, 크랜베리, 호박, 파파야, 시금치, 마늘, 비타민A, 비타민D3, 비타민E, 니아신, 철, 칼슘, 인, 아연, 리보플라빈, 티아민, 포타슘, 망간, 구리, 마그네슘, 피리독신, 비타민B12",조단백 21.0%  조지방 9.0%  칼슘 1.2%  인 0.8%  수분 4.0%,"그레인프리,글루텐프리,비유전자변형,채식","1.3kg, 4.5kg","3,215 kcal/kg","병아리콩, 아마, 당근","연령구분 어덜트,시니어 푸드타입 동결건조 사료 중량 1.3kg, 4.5kg 주재료 병아리콩, 아마, 당근 식단정보 그레인프리,글루텐프리,비유전자변형,채식 칼로리 3,215 kcal/kg 원산지/제조사 미국/Grandma Lucy's",미국/Grandma Lucy's,제 서울-22065호,https://cdn.purplesto.re/media/store/sale/main_image/grandmalucys_dog_B011DF07_thumb01.png
144,개,빅독 (BIG DOG),동결건조 빅 바이트 램,"어덜트,시니어",동결건조 사료,"양고기, 갈은 양의 뼈와 연골, 닭고기, 갈은 닭의 뼈와 연골, 소와 양의 심장, 간, 콩팥, 통 연어와 정어리, 케일, 시금치, 브로콜리, 청경채, 근대, 당근, 셀러리, 비트, 상추, 오이, 파프리카, 사과, 오렌지, 배, 토마토, 딸기, 생강, 파슬리, 밀싹, 냉압착 아마씨, 통 계란, 코코넛 오일, 켈프 파우더(해초), 강황, 살아있는 프로바이오틱스, 프리바이오틱스, 마늘.",조단백 40%  조지방 43%  칼슘 1.8%  인 1.3%  수분 2%,"그레인프리,글루텐프리",490g,"5,645 kcal/kg (64.65 kcal/바이트)","양고기, 갈은 양의 뼈와 연골, 닭고기","연령구분 어덜트,시니어 푸드타입 동결건조 사료 중량 490g 주재료 양고기, 갈은 양의 뼈와 연골, 닭고기 식단정보 그레인프리,글루텐프리 칼로리 5,645 kcal/kg (64.65 kcal/바이트) 원산지/제조사 호주/Big Dog Pet Foods",호주/Big Dog Pet Foods,제 서울-18050호,https://cdn.purplesto.re/media/store/sale/main_image/bigdog_dog_B055DF07_thumb01.png
145,고양이,로우즈 (RAWZ),슈레디드 파우치 치킨 가슴살&달걀,"어덜트,시니어",습식사료,"닭고기, 닭고기 육수, 달걀, 타피오카 전분, 해바라기씨 오일, 염화칼슘, 염화칼륨, 소금, 염화콜린, 타우린, 말린 파슬리, 미네랄 (철 아미노산 킬레이트, 망간 아미노산 킬레이트, 아연 아미노산 킬레이트, 요오드산 칼슘, 구리 아미노산 킬레이트, 마그네슘 아미노산 킬레이트, 소듐 셀레나이트), 비타민(비타민 A 보충제, 비타민 D3 보충제, 비타민 E 보충제, 비타민 B1 질산염, 리보플라빈 보충제, 피리독신 염산염, 비타민 B12 보충제, 니아신 보충제, d-칼슘 팬토테네이트, 아스코르브산 (비타민 C의 공급원), 엽산, 비오틴)",조단백 14.43%  조지방 2.7%  칼슘 0.24%  인 0.14%  수분 82%,검류미함유,69g,855 kcal/kg (58 kcal/파우치),"닭고기, 닭고기 육수, 달걀","연령구분 어덜트,시니어 푸드타입 습식사료 중량 69g 주재료 닭고기, 닭고기 육수, 달걀 식단정보 검류미함유 칼로리 855 kcal/kg (58 kcal/파우치) 원산지/제조사 태국/Rawz Natural Pet Food",태국/Rawz Natural Pet Food,제 II6TM0009호,https://cdn.purplesto.re/media/store/sale/main_image/deal_rawz_cat_B019CF0402SS_thumb01.png
146,고양이,로투스 (LOTUS),오븐베이크 그레인프리 로우 팻 닭고기,"키튼,어덜트,시니어,전연령",건사료,"닭고기, 닭고기 분말, 렌틸콩, 병아리콩, 타피오카, 완두콩 단백질, 닭의 간 흰살생선, 맥주 건조 효모, 닭 지방, 자연 효모, 크랜베리, 계란, 조개, 호박, 사과, 고구마, 블루베리, 시금치, 당근, 프로피온산칼슘, 황산칼슘, 소금, 통 아마씨, 연어오일, 염화콜린, 뉴질랜드 녹색 홍합, 타우린, 다시마, 이눌린, 유카, 비타민 E, L-아스코르빌-2-폴리인산염, DL 메티오닌, 황산아연, 아연, 니아신, 망간, 황산구리, 구리, 비타민 A, 황산망간, 티아민, 판토텐산칼슘, 피리독신, 비오틴, 리보플라빈, 비타민 B12, 비타민 D4, 요오드산칼슘, 엽산, 아셀렌산나트륨, 로즈마리 추출물.",조단백 31.15%  조지방 9.95%  칼슘 1.03%  인 0.9%  수분 10%,"그레인프리,글루텐프리,비유전자변형,체중조절","4.9kg, 2.2kg, 1kg","3,161 kcal/kg","닭고기, 닭고기 분말, 렌틸콩","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 4.9kg, 2.2kg, 1kg 주재료 닭고기, 닭고기 분말, 렌틸콩 식단정보 그레인프리,글루텐프리,비유전자변형,체중조절 칼로리 3,161 kcal/kg 원산지/제조사 캐나다/Bio Biscuit Inc.",캐나다/Bio Biscuit Inc.,,https://cdn.purplesto.re/media/store/sale/main_image/lotus_cat_B020CF04_thumb01.png
147,고양이,캣츠파인푸드 (CATZ FINEFOOD),주식캔 필렛 no.403 닭고기,"어덜트,시니어",습식사료,"치킨필렛, 육수, 닭간, 닭지방, 미네랄, 치아씨앗, 달맞이꽃 오일",조단백 8.8%  조지방 3.6%  칼슘 0.2%  인 0.15%  수분 88%,"검류미함유,그레인프리,글루텐프리",85g,954 kcal/kg,"치킨필렛, 육수, 닭간","연령구분 어덜트,시니어 푸드타입 습식사료 중량 85g 주재료 치킨필렛, 육수, 닭간 식단정보 검류미함유,그레인프리,글루텐프리 칼로리 954 kcal/kg 원산지/제조사 독일/Landguth Heimtiernahrung GmbH",독일/Landguth Heimtiernahrung GmbH,GGHA50028호,https://cdn.purplesto.re/media/store/sale/main_image/catzfinefood_cat_B053CF11_thumb01.png
148,개,펫트리온 (PETRION),ALL 츄르 닭가슴살,"퍼피,키튼,어덜트,시니어,전연령",습식간식,"닭가슴살, 타우린, 클로스트리디움 부티리컴, 당근, 브로콜리, 오메가-3, 한천, 비타민합제 (비타민D, 비타민C), 미네랄합제(철,구리)",조단백 10%  조지방 0.9%  조섬유 0.04%  조회분 0.83%  수분 90.0% ,"단일육류단백질,그레인프리,글루텐프리,음수량충전",50g,799 kcal/kg (7.9 kcal/스틱),"닭가슴살, 타우린, 클로스트리디움 부티리컴","연령구분 퍼피,키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 50g 주재료 닭가슴살, 타우린, 클로스트리디움 부티리컴 식단정보 단일육류단백질,그레인프리,글루텐프리,음수량충전 칼로리 799 kcal/kg (7.9 kcal/스틱) 원산지/제조사 대한민국/(주)미소",대한민국/(주)미소,제 55VY20150호,https://cdn.purplesto.re/media/store/sale/main_image/petrion_all_B132AT01_thumb01.png
149,개,지위픽 (ZIWI),에어드라이 양고기,"퍼피,어덜트,시니어,전연령",저온건조 사료,"양고기, 양 내장(심장, 트라이프, 간, 신장, 폐) 및 뼈, 뉴질랜드 녹색홍합, 레시틴, 치커리 이눌린, 건 켈프, 미네랄(제2인산칼륨, 황산마그네슘, 아연아미노산, 구리아미노산, 철아미노산, 망간아미노산, 셀레늄효모), 천일염, 파슬리, 구연산, 혼합토코페롤, 비타민(비타민 E, B1, D3, 엽산)",조단백 40%  조지방 38%  칼슘 1.88%  인 1.43%  수분 8.0%,"그레인프리,글루텐프리",1kg,"5,600 kcal/kg","양고기, 양 내장(심장, 트라이프, 간, 신장, 폐) 및 뼈, 뉴질랜드 녹색홍합","연령구분 퍼피,어덜트,시니어,전연령 푸드타입 저온건조 사료 중량 1kg 주재료 양고기, 양 내장(심장, 트라이프, 간, 신장, 폐) 및 뼈, 뉴질랜드 녹색홍합 식단정보 그레인프리,글루텐프리 칼로리 5,600 kcal/kg 원산지/제조사 뉴질랜드/Ziwi Ltd",뉴질랜드/Ziwi Ltd,제 서울-15608호,https://cdn.purplesto.re/media/store/sale/main_image/ziwipeak_dog_B046DF02_thumb01.png
150,개,테라카니스 (TERRA CANIS),주식캔 퓨어미트 치킨,"어덜트,시니어",습식사료,"라벨 표기 원재료: 닭 심장, 닭 위, 닭 간, 아마인유, 유기농 달걀껍질 가루 등 업체 제공 원재료: 닭심장, 닭위, 닭살코기, 닭간, 아마인유, 달걀껍데기가루, 맥주효모, 규조토, 해초 * 비타민 무첨가 * 업체 제공 원재료가 수정된 최신 정보이며 한글 라벨과 다를 수 있으니 참고해주세요.",조단백 9.8%  조지방 5%  칼슘 0.16%  인 0.11%  수분 94.4%,"단일육류단백질,검류미함유,그레인프리,글루텐프리",400g,"1,150 kcal/kg","닭심장, 닭위, 닭살코기","연령구분 어덜트,시니어 푸드타입 습식사료 중량 400g 주재료 닭심장, 닭위, 닭살코기 식단정보 단일육류단백질,검류미함유,그레인프리,글루텐프리 칼로리 1,150 kcal/kg 원산지/제조사 독일/Terra Canis",독일/Terra Canis,제 II6TM0009호,https://cdn.purplesto.re/media/store/sale/main_image/deal_terracanis_dog_B110DF1002SS_thumb01.png
151,고양이,보레알 (BOREAL),주식캔 치킨&연어&오리,"어덜트,시니어",습식 사료,"치킨, 치킨육수, 연어, 오리, 완두콩, 강낭콩, 계란, 레시틴, 탄산칼슘, 아마씨, 콜린클로라이드, 일인산나트륨, 식물성오일, 소금, DL-메티오닌, 유카시데게라추출물, 완두콩섬유질, 블루베리, 블랙베리, 사과, 석류, 크랜베리, 타우린, L-아스코르빌-2-폴리포스페이트(비타민C의 공급원), 아연아미노산복합체, 비타민E, 황산제일철, 철아미노산복합체, 황산아연, 니아신, 티아민모노나이트레이트, 구리프로테인산염, 비타민A, 셀렌산나트륨, 황산망간, 망간아미노산복합체, D-칼슘판토테네이트, 피리독신염산염, 리보플라빈, 비오틴, 비타민D3, 비타민B12, 요오드산칼슘, 엽산",조단백 7.2%  조지방 6.75%  칼슘 0.2%  인 0.18%  수분 85%,"검류미함유,그레인프리,글루텐프리",156g,"1,050 kcal/kg","치킨, 치킨육수, 연어","연령구분 어덜트,시니어 푸드타입 습식 사료 중량 156g 주재료 치킨, 치킨육수, 연어 식단정보 검류미함유,그레인프리,글루텐프리 칼로리 1,050 kcal/kg 원산지/제조사 캐나다/Boreal Pet Foods.",캐나다/Boreal Pet Foods.,제 II6TM0009호,https://cdn.purplesto.re/media/store/sale/main_image/deal_boreal_cat_B050CF1104SS_thumb01.png
